,Highest Charting Position,Number of Times Charted,Weeks_Start,Weeks_End,Streams,Artist,Artist Followers,Song ID,Genre,General_Genre,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence,Chord
878,14,12,7/10/20,7/17/20,"4,851,997","Juice WRLD, Polo G",19102888,0ada5XsQGLPUVbmTCkAP49,"['chicago rap', 'melodic rap']",rap,-6.313,0.104,0.291,0.112,90.003,160212,0.647,F#/Gb
879,188,1,9/25/20,10/2/20,"4,834,258",Machine Gun Kelly,3868320,3k0YJnqMKRZb8swo86vCkq,"['ohio hip hop', 'pop rap']",hip hop,-4.578,0.0367,0.0282,0.497,90.024,143901,0.344,G
880,76,17,6/26/20,7/3/20,"4,761,286",Harry Nach,134339,7gwwt1IaAWwmB7af0AcuBM,"['trap chileno', 'trap latino']",rap,-4.78,0.0813,0.333,0.172,99.994,212406,0.231,B
881,26,35,6/12/20,6/19/20,"4,745,752",Jack Harlow,3828418,2MbdDtCv5LUVjYy9RuGTgC,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",hip hop,-5.224,0.26,0.0631,0.185,145.013,227478,0.835,B
882,143,7,8/28/20,9/4/20,"4,632,724","Kendrick Lamar, Jay Rock",17931101,2HbKqm4o0w5wEeEFXm2sD4,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",hip hop,-7.355,0.122,0.0703,0.224,71.994,386907,0.344,G
883,65,5,8/28/20,9/4/20,"4,628,159","Internet Money, Diplo",412466,2rFsFjq0D9JAmc0APpCO6P,"['pop rap', 'rap', 'trap']",pop,-6.916,0.0927,0.114,0.157,147.912,174730,0.46,F
884,148,1,9/18/20,9/25/20,"5,329,256","Earth, Wind & Fire",3008916,2grjqo0Frpf2okIBiifQKs,"['disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']",funk,-7.264,0.0298,0.168,0.269,125.926,215093,0.979,A
885,64,17,8/7/20,8/14/20,"5,178,107","Regard, RAYE",152237,66W1rVTnEv86dIkFhoiElg,"['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house']",pop,-5.386,0.0373,0.0412,0.195,118.961,176767,0.777,F#/Gb
886,150,13,9/11/20,9/18/20,"5,151,406",Polo G,4849204,3JKgcAa7r07ocVWcV8bS0H,['chicago rap'],rap,-10.646,0.541,0.149,0.101,176.027,163798,0.533,G
887,158,1,9/18/20,9/25/20,"5,101,640","Damso, Hamza",3071170,1VBt9dPtYfLnVeKaa6CQPr,"['belgian hip hop', 'french hip hop', 'pop urbaine', 'rap belge', 'rap conscient']",hip hop,-6.829,0.203,0.0604,0.11,137.997,201333,0.405,B
888,159,1,9/18/20,9/25/20,"5,094,137",Damso,3071170,6vw0mOQ5vm3C5RPm7Rvl2w,"['belgian hip hop', 'french hip hop', 'pop urbaine', 'rap belge', 'rap conscient']",hip hop,-9.726,0.128,0.582,0.112,104.106,315640,0.157,G#/Ab
889,4,9,7/24/20,7/31/20,"4,924,533",Taylor Swift,42227614,4pvb0WLRcMtbPGmtejJJ6y,"['pop', 'post-teen pop']",pop,-8.426,0.0287,0.778,0.11,75.602,285634,0.152,F#/Gb
890,10,22,4/24/20,5/1/20,"4,819,362",Juice WRLD,19102888,5dOxHHMOFAbG3VH23t0xNm,"['chicago rap', 'melodic rap']",rap,-7.426,0.0314,0.0417,0.129,142.948,242181,0.225,C
891,9,11,7/10/20,7/17/20,"4,805,366",Juice WRLD,19102888,4K06PO78fW4mnBVenxGNob,"['chicago rap', 'melodic rap']",rap,-5.825,0.0838,0.176,0.151,159.93,181661,0.57,B
892,181,1,9/18/20,9/25/20,"4,800,543",Lil Tecca,4022792,77Xwqkw7VrV8E5FCq9JhO8,"['melodic rap', 'rap', 'trap']",rap,-7.813,0.238,0.212,0.216,88.502,179813,0.589,G
893,23,21,5/1/20,5/8/20,"4,799,038",Drake,56327031,4wVOKKEHUJxHCFFNUWDn0B,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",hip hop,-7.507,0.347,0.629,0.113,122.947,220488,0.0397,A#/Bb
894,4,20,5/8/20,5/15/20,"4,690,955",6ix9ine,6514102,4NhDYoQTYCdWHTvlbGVgwo,"['emo rap', 'rap']",rap,-5.688,0.341,0.0264,0.251,178.462,132303,0.393,C#/Db
895,12,34,3/27/20,4/3/20,"4,599,807",Dua Lipa,27167675,3AzjcOeAmA57TIOr9zF1ZW,"['dance pop', 'pop', 'uk pop']",pop,-3.756,0.0457,0.0137,0.102,146.967,193829,0.746,C
896,194,1,9/18/20,9/25/20,"4,569,978","Kygo, Donna Summer",7593792,00ETaeHUQ6lops3oWU1Wrt,"['edm', 'pop', 'pop dance', 'tropical house']",pop,-5.749,0.148,0.019,0.11,119.961,199008,0.429,F
897,197,1,9/18/20,9/25/20,"4,526,982",Ava Max,3916979,1Pmp486RrLRkaEkE3HFHXP,"['dance pop', 'pop']",pop,-5.521,0.0389,0.00565,0.109,184.021,180348,0.505,G
898,91,33,12/27/19,1/3/20,"4,502,853",Ava Max,3916979,7DnAm9FOTWE3cUvso43HhI,"['dance pop', 'pop']",pop,-4.719,0.0473,0.0684,0.166,133.002,187436,0.62,C#/Db
899,83,2,9/4/20,9/11/20,"5,698,099","Ozuna, Doja Cat, Sia",29238936,5cpJFiNwYyWwFLH0V6B3N8,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",latin,-5.585,0.0369,0.0224,0.166,109.976,214507,0.536,F#/Gb
900,72,2,9/4/20,9/11/20,"5,049,863","SZA, The Neptunes, Pharrell Williams, Ty Dolla $ign",5888533,7Bar1kLTmsRmH6FCKKMEyU,"['pop', 'pop rap', 'r&b']",pop,-6.371,0.0452,0.199,0.0965,120.074,202008,0.716,C
901,65,8,7/31/20,8/7/20,"4,957,966",Maroon 5,32279979,2ST72jD2KVe7f3fbcGyX1b,"['pop', 'pop rock']",pop,-6.456,0.0388,0.316,0.0949,93.676,211254,0.157,C#/Db
902,167,1,9/11/20,9/18/20,"4,938,139",Matuê,3263283,5oI9blwsXC8AkTWw6wASY8,"['r&b brasileiro', 'rap cearense', 'trap brasileiro']",r&b,-4.387,0.0499,0.0647,0.138,149.978,230400,0.132,E
903,112,2,9/4/20,9/11/20,"4,898,520",Bonez MC,1683006,0y8mJFmm4ogCHnfe0oTuT6,"['german hip hop', 'hamburg hip hop']",hip hop,-10.945,0.287,0.233,0.0905,104.875,182931,0.237,C#/Db
904,122,29,4/24/20,5/1/20,"4,877,753","Alex Rose, Rafa Pabön",2168452,1bRpSCFv6P2OUhciByeRYR,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",latin,-4.157,0.0536,0.253,0.106,103.994,259600,0.723,G#/Ab
905,68,13,6/26/20,7/3/20,"4,776,686",Lil Baby,7816213,6gxKUmycQX7uyMwJcweFjp,"['atl hip hop', 'atl trap', 'rap', 'trap']",hip hop,-5.064,0.293,0.135,0.0877,135.14,181929,0.564,C#/Db
906,183,1,9/11/20,9/18/20,"4,723,116","Bonez MC, Maxwell",1683006,4aZfvvgfoSfmSZpfwQYzC0,"['german hip hop', 'hamburg hip hop']",hip hop,-6.145,0.0584,0.204,0.118,109.019,185330,0.254,A#/Bb
907,150,5,8/28/20,9/4/20,"4,652,583",Miley Cyrus,15778531,7ywzEdEuVG1lsjsRCGJfLy,"['dance pop', 'pop', 'post-teen pop']",pop,-4.874,0.0282,0.142,0.105,137.941,248587,0.194,F#/Gb
908,21,29,4/17/20,4/24/20,"4,620,838",Doja Cat,8671649,78qd8dvwea0Gosb6Fe6j3k,"['dance pop', 'pop']",pop,-4.593,0.222,0.127,0.202,125.989,134240,0.575,A#/Bb
909,142,4,8/21/20,8/28/20,"4,602,336",Headie One,328877,6NJfIydBMYrXvlaXsFxmc8,['uk hip hop'],hip hop,-6.805,0.216,0.00988,0.109,77.052,196363,0.524,E
910,75,14,8/7/20,8/14/20,"4,598,325",Nea,38111,7C1trmcQQ5n5RNy4l6ziCv,"['scandipop', 'swedish pop']",pop,-5.591,0.0397,0.406,0.174,120.03,186878,0.637,F#/Gb
911,13,21,5/1/20,5/8/20,"4,568,308","Beyoncé, Megan Thee Stallion",28335112,5v4GgrXPMghOnBBLmveLac,"['dance pop', 'pop', 'post-teen pop', 'r&b']",pop,-4.772,0.28,0.016,0.127,84.459,242001,0.636,A#/Bb
912,115,1,9/4/20,9/11/20,"5,949,270",Big Sean,8673345,4VLTxHOyFX5FRtkpsFm5Pc,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",hip hop,-5.217,0.0554,0.0493,0.615,152.028,199250,0.618,G
913,157,1,9/4/20,9/11/20,"5,117,128",Saweetie,1255573,5woaU1FNkqCwg6WzWiQPW5,"['cali rap', 'dance pop', 'pop', 'pop rap', 'trap queen']",rap,-7.011,0.219,0.00647,0.0737,100.032,253569,0.425,C#/Db
914,91,3,8/21/20,8/28/20,"4,982,232",ITZY,2384076,4ecVWqbtW6phQGpZMAyqIU,['k-pop girl group'],pop,-3.08,0.131,0.155,0.268,101.027,177728,0.56,D
915,71,3,8/21/20,8/28/20,"4,876,238",Travis Scott,17732077,551xyaSJsg8hILXFq9JdST,"['rap', 'slap house']",rap,-10.568,0.0361,0.0922,0.117,79.903,185851,0.0363,C#/Db
916,152,3,8/28/20,9/4/20,"4,737,291",Maluma,26784251,3eJMSq78dDaFb7VvhNFnq6,"['latin', 'reggaeton', 'reggaeton colombiano']",latin,-4.959,0.0556,0.817,0.126,163.781,193700,0.708,A
917,122,9,8/7/20,8/14/20,"4,668,193","Robin Schulz, Wes",2786366,2u6Jm2klS4yvAlbSHlxUwI,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",pop,-6.66,0.164,0.0419,0.11,124.002,175016,0.662,D#/Eb
918,82,2,8/28/20,9/4/20,"4,642,057","K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends",1245965,2V4Fx72svQRxrFvNT1eq5f,['k-pop girl group'],pop,-4.368,0.0438,0.0215,0.254,149.981,162600,0.717,A#/Bb
919,112,10,7/3/20,7/10/20,"4,615,520","Mc Zaac, Anitta, Tyga",1555628,4zGtfOglDBfVUypabBwIjQ,"['funk carioca', 'funk pop']",funk,-5.085,0.158,0.0769,0.173,100.009,168507,0.635,B
920,103,12,7/17/20,7/24/20,"4,593,366",Peach Tree Rascals,177972,4ja2gzrNh9VNigzoXfmbwD,"['alternative r&b', 'chill r&b', 'indie r&b', 'pop']",r&b,-5.88,0.028,0.617,0.356,112.011,210000,0.421,A
921,5,7,7/24/20,7/31/20,"4,587,573",Taylor Swift,42227614,0Jlcvv8IykzHaSmj49uNW8,"['pop', 'post-teen pop']",pop,-6.942,0.0522,0.757,0.108,139.883,210252,0.172,C
922,11,37,12/27/19,1/3/20,"4,585,895","Black Eyed Peas, J Balvin",5966748,6cy3ki60hLwimwIje7tALf,"['dance pop', 'pop', 'pop rap']",pop,-7.037,0.0657,0.0334,0.237,104.994,221714,0.667,A#/Bb
923,134,6,7/24/20,7/31/20,"4,572,706","KitschKrieg, Jamule, SFR",166517,7mrWTjhYctgEQb0lJKrVWy,"['german hip hop', 'german pop', 'hamburg hip hop']",hip hop,-7.067,0.0777,0.195,0.15,126.039,233905,0.823,F#/Gb
924,86,8,7/17/20,7/24/20,"4,538,382","Kygo, Tina Turner",7593792,3Be7CLdHZpyzsVijme39cW,"['edm', 'pop', 'pop dance', 'tropical house']",pop,-5.908,0.154,0.275,0.0632,105.023,208156,0.617,G#/Ab
925,148,1,8/28/20,9/4/20,"5,306,994",Katy Perry,18936929,43WYPxyEfIxlIjNlxQGYzc,"['dance pop', 'pop', 'post-teen pop']",pop,-4.78,0.0366,0.0513,0.0723,125.957,159286,0.161,D
927,185,1,8/28/20,9/4/20,"4,609,169",Cordae,1492551,0mb3uDw5vfFUcZfJYFOMRu,"['dmv rap', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']",rap,-5.697,0.171,0.175,0.18,151.016,168477,0.551,F
928,27,36,12/27/19,1/3/20,"4,597,001","JACKBOYS, Travis Scott",437907,6gi6y1xwmVszDWkUqab1qw,"['rap', 'trap']",rap,-4.895,0.225,0.0104,0.196,139.864,157712,0.309,G#/Ab
929,174,4,8/14/20,8/21/20,"4,575,403","Jowell & Randy, J Balvin",2919696,5iw28wvyHgj4ppOu5AdcEU,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",latin,-6.196,0.144,0.0466,0.154,175.937,212011,0.608,G#/Ab
930,111,11,7/3/20,7/10/20,"4,564,331",Anuel AA,18306226,6yVkakCN460KOVol9ZazjH,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",latin,-4.164,0.0565,0.48,0.108,93.064,212312,0.515,F#/Gb
931,5,11,5/29/20,6/5/20,"4,556,900",Lady Gaga,18585963,6R6ZoHTypt5lt68MWbzZXv,"['dance pop', 'pop', 'post-teen pop']",pop,-3.812,0.0623,0.0604,0.489,120.006,157707,0.784,A
932,113,4,8/14/20,8/21/20,"4,547,965",Rod Wave,2203386,40TPiJpvwGIyvPjJMDTKfy,['florida rap'],rap,-9.628,0.241,0.147,0.124,118.004,235988,0.298,F
933,31,34,1/3/20,1/10/20,"4,514,763",Juice WRLD,19102888,6Gg1gjgKi2AK4e0qzsR7sd,"['chicago rap', 'melodic rap']",rap,-5.884,0.343,0.0687,0.132,180.051,189323,0.425,F
934,117,16,6/26/20,7/3/20,"4,501,441","Justin Quiles, Daddy Yankee, El Alfa",2897862,0eeKDrQxjqNl5bX5VCHDcn,"['latin', 'reggaeton', 'trap latino']",latin,-3.011,0.0757,0.289,0.0798,112.953,201000,0.776,B
935,43,2,8/21/20,8/28/20,"11,373,347","Internet Money, Gunna, Don Toliver, NAV",412466,02kDW379Yfd5PzW5A6vuGt,"['pop rap', 'rap', 'trap']",pop,-6.153,0.079,0.256,0.111,140.04,195429,0.471,C#/Db
936,145,1,8/21/20,8/28/20,"5,440,253","Capital Bra, Cro",4093115,1ddbNJwDjjmCYz1GFGYnsw,['german hip hop'],hip hop,-5.562,0.0641,0.229,0.204,96.852,151360,0.577,G#/Ab
937,22,6,2/21/20,2/28/20,"5,391,018",BTS,37151476,2QyuXBcV1LJ2rq01KhreMF,"['k-pop', 'k-pop boy group']",pop,-5.146,0.0987,0.118,0.338,105.936,246381,0.438,A
938,106,4,7/31/20,8/7/20,"4,887,204",Sam Smith,17097317,2KoHxhRyWxJzA0VafWd5Nk,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",pop,-8.742,0.0583,0.569,0.099,143.783,179917,0.381,A#/Bb
939,8,8,7/10/20,7/17/20,"4,883,202",Juice WRLD,19102888,5wWAwzGp2OaaoIkwcz6wZs,"['chicago rap', 'melodic rap']",rap,-8.9,0.0351,0.337,0.166,143.078,202193,0.177,C#/Db
941,177,1,8/21/20,8/28/20,"4,685,894","Bausa, Juju",961181,6bM4daGlfZHtKMQp8tEqVz,"['german hip hop', 'german pop']",hip hop,-7.907,0.0771,0.218,0.114,98.995,170200,0.476,F
942,11,5,7/24/20,7/31/20,"4,586,236",Taylor Swift,42227614,3hUxzQpSfdDqwM3ZTFQY0K,"['pop', 'post-teen pop']",pop,-9.208,0.0331,0.538,0.0925,89.937,261923,0.403,F
943,188,1,8/21/20,8/28/20,"4,561,189",blackbear,4272745,0CF1RH8dQKuK2lQPSQw2lZ,"['electropop', 'pop', 'pop rap']",pop,-5.613,0.0623,0.144,0.189,82.992,186468,0.767,G#/Ab
944,37,35,1/31/20,2/7/20,"4,436,934",Mustard,881797,3QzAOrNlsabgbMwlZt7TAY,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap,-6.678,0.0735,0.392,0.151,97.008,180435,0.244,G
945,72,4,6/19/20,6/26/20,"4,405,338",BTS,37151476,3Ys2PYl1wyPKQIwyqhP9cQ,"['k-pop', 'k-pop boy group']",pop,-5.415,0.0542,0.0892,0.0787,129.017,243267,0.582,C#/Db
946,186,10,8/7/20,8/14/20,"4,391,666",Jason Mraz,6167871,1EzrEOXmMH3G43AXT1y7pA,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",pop,-8.322,0.0468,0.595,0.105,150.953,242187,0.718,B
947,136,32,6/5/20,6/12/20,"4,390,823",5 Seconds of Summer,7744095,2iUXsYOEPhVqEBwsqP70rE,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",pop,-5.114,0.463,0.0169,0.124,120.274,203418,0.152,G
948,8,5,7/24/20,7/31/20,"4,389,670",Taylor Swift,42227614,2Eeur20xVqfUoM3Q7EFPFt,"['pop', 'post-teen pop']",pop,-8.505,0.0413,0.467,0.109,147.922,230999,0.706,G
949,151,1,8/14/20,8/21/20,"5,254,969",Dua Lipa,27167675,0pk1hxhJLBSZZ5RKBhcwOa,"['dance pop', 'pop', 'uk pop']",pop,-7.34,0.139,0.0373,0.208,116.029,250280,0.56,B
950,10,4,7/24/20,7/31/20,"5,111,416",Taylor Swift,42227614,1MgV7FIyNxIG7WzMRJV5HC,"['pop', 'post-teen pop']",pop,-10.63,0.0332,0.806,0.0749,129.86,255894,0.111,C
951,59,6,7/17/20,7/24/20,"4,737,306",Rod Wave,2203386,0qg0GJp7HSewRCVPP4fKGk,['florida rap'],rap,-17.57,0.101,0.277,0.121,117.967,167147,0.231,F
952,79,13,5/22/20,5/29/20,"4,664,281",Polo G,4849204,2QqJTIlGKRLJC3onkavYEz,['chicago rap'],rap,-5.792,0.153,0.0538,0.133,164.009,163902,0.35,A#/Bb
953,77,14,6/26/20,7/3/20,"4,488,631",S1mba,46992,4slSrbTK1sNK4I1mDYEthf,"['afroswing', 'social media pop']",pop,-6.66,0.206,0.496,0.283,62.948,167917,0.804,B
954,74,5,7/24/20,7/31/20,"4,480,780","Headie One, Drake",328877,4OENnoidV0h8gJV6bhrw7r,['uk hip hop'],hip hop,-2.561,0.27,0.562,0.254,146.95,248937,0.804,F
955,55,4,3/27/20,4/3/20,"4,472,669",Dua Lipa,27167675,1nYeVF5vIBxMxfPoL0SIWg,"['dance pop', 'pop', 'uk pop']",pop,-5.396,0.139,0.033,0.0742,122.053,208505,0.627,A#/Bb
956,100,15,6/5/20,6/12/20,"4,466,143","Rauw Alejandro, Chencho Corleone",6096559,4SJHHpKhcuXwDsCsPqshXj,"['puerto rican pop', 'trap latino']",pop,-4.635,0.159,0.406,0.0801,84.041,217143,0.893,C
957,176,3,8/7/20,8/14/20,"4,462,411","Jason Derulo, Puri, Jhorrmountain",9778632,5DV4ZSCqbFv74ui3ZhimXo,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",pop,-5.442,0.181,0.000554,0.105,100.037,111852,0.456,A
959,189,2,8/14/20,8/21/20,"4,439,790",twocolors,36369,51Of5p3lKZeOg6itfs4og4,"['edm', 'pop dance', 'pop edm', 'tropical house']",pop,-6.896,0.0568,0.0219,0.129,123.062,190488,0.198,F#/Gb
960,17,4,7/24/20,7/31/20,"4,424,118",Taylor Swift,42227614,6VsvKPJ4xjVNKpI8VVZ3SV,"['pop', 'post-teen pop']",pop,-11.143,0.055,0.838,0.108,83.433,252881,0.45,E
961,118,33,12/27/19,1/3/20,"4,392,936","Kygo, Whitney Houston",7593792,6oJ6le65B3SEqPwMRNXWjY,"['edm', 'pop', 'pop dance', 'tropical house']",pop,-7.159,0.0324,0.0151,0.101,103.952,228267,0.404,G#/Ab
962,185,7,8/7/20,8/14/20,"4,380,308",Juanfran,117894,52zq2a71SGs3f1vJuv59ui,"['dominican pop', 'pop reggaeton', 'urbano espanol']",pop,-3.966,0.185,0.183,0.084,88.064,187500,0.486,F#/Gb
963,50,22,4/17/20,4/24/20,"4,371,370",NLE Choppa,6608815,4cSSL3YafYjM3yjgFO1vJg,"['melodic rap', 'rap', 'trap']",rap,-5.171,0.227,0.268,0.0713,84.005,173288,0.645,D
964,74,31,12/27/19,1/3/20,"4,351,784",Post Malone,33663701,7xQAfvXzm3AkraOtGPWIZg,"['dfw rap', 'melodic rap', 'rap']",rap,-7.359,0.208,0.136,0.103,99.96,149547,0.388,B
965,13,3,7/24/20,7/31/20,"5,564,072",Taylor Swift,42227614,0ZNU020wNYvgW84iljPkPP,"['pop', 'post-teen pop']",pop,-10.037,0.0334,0.687,0.0594,110.107,208978,0.379,D
966,15,3,7/24/20,7/31/20,"5,459,423",Taylor Swift,42227614,6KJqZcs9XDgVck7Lg9QOTC,"['pop', 'post-teen pop']",pop,-10.769,0.0274,0.9,0.091,94.926,208907,0.415,E
967,18,3,7/24/20,7/31/20,"5,128,412",Taylor Swift,42227614,7kt9e9LFSpN1zQtYEl19o1,"['pop', 'post-teen pop']",pop,-9.843,0.0328,0.314,0.171,135.886,195097,0.412,A
968,24,3,7/24/20,7/31/20,"5,112,180",Taylor Swift,42227614,5kI4eCXXzyuIUXjQra0Cxi,"['pop', 'post-teen pop']",pop,-8.761,0.0253,0.6,0.0976,95.939,294521,0.502,C
969,157,1,8/7/20,8/14/20,"5,074,613",DaBaby,7601122,2T5NBwKRySiCR78vVk08vr,"['north carolina hip hop', 'rap']",hip hop,-6.503,0.346,0.0115,0.0971,162.973,153467,0.754,B
970,20,3,7/24/20,7/31/20,"5,053,658",Taylor Swift,42227614,2NmsngXHeC1GQ9wWrzhOMf,"['pop', 'post-teen pop']",pop,-10.445,0.0338,0.881,0.106,119.845,190898,0.46,A#/Bb
971,170,1,8/7/20,8/14/20,"4,736,059",Doja Cat,8671649,3aA6xB0tOilDDX17fIJ0Bl,"['dance pop', 'pop']",pop,-5.702,0.0385,0.0969,0.0989,116.912,284480,0.373,G
972,180,1,8/7/20,8/14/20,"4,625,985",6ix9ine,6514102,41xKiK40e7MFu1bqcGSz1d,"['emo rap', 'rap']",rap,-7.121,0.229,0.0186,0.123,97.961,115255,0.42,A
973,50,6,7/3/20,7/10/20,"4,599,408",Apache 207,1674348,2WRTnY0slmFgWcrmEr8dPj,['german hip hop'],hip hop,-7.935,0.417,0.069,0.113,154.007,196213,0.212,A#/Bb
974,170,5,7/17/20,7/24/20,"4,522,005","VIZE, Tom Gregory",141016,3bXiWZWR3CoZbhcsqfsMNa,"['dance pop', 'german dance', 'pop dance', 'slap house', 'tropical house']",pop,-3.84,0.0457,0.21,0.114,127.96,153149,0.706,A#/Bb
975,16,20,4/17/20,4/24/20,"4,510,218",Megan Thee Stallion,4794212,55CHeLEfn5iJ0IIkgaa4si,"['houston rap', 'pop', 'pop rap', 'trap queen']",rap,-5.609,0.334,0.0252,0.096,168.983,155497,0.68,B
976,29,2,7/24/20,7/31/20,"6,796,343",Taylor Swift,42227614,2QDyYdZyhlP2fp79KZX8Bi,"['pop', 'post-teen pop']",pop,-8.995,0.0471,0.655,0.114,141.916,237258,0.506,D#/Eb
977,33,2,7/24/20,7/31/20,"6,085,522",Taylor Swift,42227614,08fa9LFcFBTcilB3iq2e2A,"['pop', 'post-teen pop']",pop,-13.69,0.0281,0.731,0.0858,94.219,289749,0.113,C#/Db
978,41,2,7/24/20,7/31/20,"5,943,851",Taylor Swift,42227614,7MbT4I8qGntX4fMdqMQgke,"['pop', 'post-teen pop']",pop,-12.906,0.0916,0.918,0.0918,150.044,234000,0.339,F
979,140,1,7/31/20,8/7/20,"5,768,616",A$AP Ferg,3037935,13v5IXnvO2BccWwOx5rb4s,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",hip hop,-4.902,0.223,0.0618,0.11,144.018,144973,0.0763,E
980,141,1,7/31/20,8/7/20,"5,752,169",Apache 207,1674348,4CyCHkhRsDXUeP5K4Y3xjU,['german hip hop'],hip hop,-7.336,0.0881,0.482,0.105,130.009,152013,0.634,C#/Db
981,144,1,7/31/20,8/7/20,"5,674,945",Bonez MC,1683006,7idxewQZ24F0gQy2EWE6Ug,"['german hip hop', 'hamburg hip hop']",hip hop,-8.553,0.237,0.118,0.0835,109.075,180950,0.182,A#/Bb
982,149,1,7/31/20,8/7/20,"5,534,361","Future, Lil Uzi Vert",10491105,0Tcw8w9pvPrZoORgxsNASW,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",hip hop,-5.453,0.162,0.00198,0.558,148.949,186843,0.35,F
983,47,2,7/24/20,7/31/20,"5,375,944",Taylor Swift,42227614,6MWoRt97mnSTXZhu3ggi9C,"['pop', 'post-teen pop']",pop,-15.065,0.0415,0.966,0.133,118.819,220043,0.429,G#/Ab
984,25,4,7/10/20,7/17/20,"4,978,899",Juice WRLD,19102888,0fCwrjKfWxF3xQhZrYUw4T,"['chicago rap', 'melodic rap']",rap,-6.417,0.226,0.183,0.109,117.943,154767,0.464,F#/Gb
985,171,1,7/31/20,8/7/20,"4,828,004",NLE Choppa,3372385,3GZd1aDsgKL71Kt3VIp0hc,['memphis hip hop'],hip hop,-8.225,0.169,0.0306,0.203,159.999,240297,0.161,G
986,26,20,3/20/20,3/27/20,"4,695,091",J Balvin,29067437,6zEgnpM0qYmHLDnh8WPejL,"['latin', 'reggaeton', 'reggaeton colombiano']",latin,-5.725,0.301,0.013,0.0695,122.728,157733,0.961,C#/Db
987,179,3,7/17/20,7/24/20,"4,661,170","El Alfa, Chael Produciendo",1779640,4QfZYDhGZc0T2RDvGiI69E,"['dembow', 'latin', 'rap dominicano', 'reggaeton', 'trap latino']",latin,-2.473,0.229,0.0522,0.129,112.987,178407,0.803,G
988,42,24,4/17/20,4/24/20,"4,588,064",Rauw Alejandro,6096559,4ZRrLHqzhGRXYj2qcB4s5S,"['puerto rican pop', 'trap latino']",pop,-5.132,0.156,0.0413,0.0521,96.988,222680,0.698,A
989,86,5,7/3/20,7/10/20,"4,583,475",Ty Dolla $ign,3866304,3Q5cLvkKsHJvYltf8k7HkO,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",hip hop,-5.948,0.113,0.0573,0.634,111.052,231618,0.331,A#/Bb
990,33,30,3/20/20,3/27/20,"4,561,936",J Balvin,29067437,3mQ6SLdxxaL52Yte7KF2Ks,"['latin', 'reggaeton', 'reggaeton colombiano']",latin,-3.838,0.0797,0.137,0.0927,97.002,200667,0.781,B
992,82,1,7/24/20,7/31/20,"8,293,983",J. Cole,14103694,1ZvBVbsaNqHEP6ymXaPGlj,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",hip hop,-7.616,0.192,0.0819,0.115,139.964,210587,0.227,F#/Gb
993,147,1,7/24/20,7/31/20,"5,600,868","Capital Bra, Clueso, KC Rebell",4093115,5PAAUJTKLT0nCmHUlLdPXb,['german hip hop'],hip hop,-5.233,0.113,0.574,0.106,84.029,189686,0.564,F
994,163,1,7/24/20,7/31/20,"5,056,986",The Kid LAROI,2238190,3jlxX3VXPiY3lvBBbppQD3,['australian hip hop'],hip hop,-4.928,0.158,0.109,0.167,149.881,195268,0.463,F#/Gb
995,37,3,7/10/20,7/17/20,"5,047,752",Juice WRLD,19102888,21CkzgKCBCq5V4XKjiGSIj,"['chicago rap', 'melodic rap']",rap,-6.184,0.135,0.439,0.0943,76.968,168685,0.433,G#/Ab
996,161,2,7/17/20,7/24/20,"4,966,428",One Direction,22536304,4cluDES4hQEUhmXj6TXkSo,"['boy band', 'pop', 'post-teen pop', 'talent show']",pop,-2.494,0.0737,0.009,0.0596,124.99,199987,0.888,E
997,174,1,7/24/20,7/31/20,"4,823,401","Ufo361, Sonus030",1700759,6du77YHyGWoFjbuHCFBHU3,"['german cloud rap', 'german hip hop']",rap,-9.236,0.175,0.144,0.104,157.005,183839,0.32,A
