,Highest Charting Position,Number of Times Charted,Weeks_Start,Weeks_End,Streams,Artist,Artist Followers,Song ID,Genre,General_Genre,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence,Chord
0,1,8,7/23/21,7/30/21,"48,633,449",Måneskin,3377762,3Wrjm47oTz2sjIgck11l5e,"['indie rock italiano', 'italian pop']",rock,-4.808,0.0504,0.127,0.359,134.002,211560,0.589,B
1,2,3,7/23/21,7/30/21,"47,248,719",The Kid LAROI,2230022,5HCyWlXZPP0y6Gqq8TgA20,['australian hip hop'],hip hop,-5.484,0.0483,0.0383,0.103,169.928,141806,0.478,C#/Db
2,1,11,6/25/21,7/2/21,"40,162,559",Olivia Rodrigo,6266514,4ZtFanR9U6ndgddUvNcjcG,['pop'],pop,-5.044,0.154,0.335,0.0849,166.928,178147,0.688,A
3,3,5,7/2/21,7/9/21,"37,799,456",Ed Sheeran,83293380,6PQ88X9TkUIAUIZJHW2upE,"['pop', 'uk pop']",pop,-3.712,0.0348,0.0469,0.364,126.026,231041,0.591,B
4,5,1,7/23/21,7/30/21,"33,948,454",Lil Nas X,5473565,27NovPIUIRrOZoCHxABJwK,"['lgbtq+ hip hop', 'pop rap']",hip hop,-7.409,0.0615,0.0203,0.0501,149.995,212000,0.894,D#/Eb
5,1,18,5/7/21,5/14/21,"30,071,134",Lil Nas X,5473565,67BtfxlNbhBmCDR2L2l8qd,"['lgbtq+ hip hop', 'pop rap']",hip hop,-6.682,0.152,0.297,0.384,178.818,137876,0.758,G#/Ab
6,3,16,5/14/21,5/21/21,"29,356,736",Doja Cat,8640063,748mdHapucXQri7IAO8yFK,"['dance pop', 'pop']",pop,-3.541,0.0286,0.235,0.123,110.968,208867,0.742,G#/Ab
7,2,10,6/18/21,6/25/21,"26,951,613",Rauw Alejandro,6080597,4fSIb4hdOQ151TILNsSEaF,"['puerto rican pop', 'trap latino']",pop,-3.605,0.0506,0.31,0.0932,127.949,199604,0.342,D#/Eb
8,3,8,6/18/21,6/25/21,"25,030,128",Bad Bunny,36142273,2JPLbjOn0wPCngEot2STUS,"['latin', 'reggaeton', 'trap latino']",latin,-4.601,0.118,0.276,0.135,179.951,206710,0.44,C#/Db
9,8,10,7/2/21,7/9/21,"24,551,591",Måneskin,3377762,4pt5fDVTg5GhEvEtlz9dKk,"['indie rock italiano', 'italian pop']",rock,-4.008,0.0387,0.00165,0.178,132.507,173347,0.958,C#/Db
10,4,43,5/7/21,5/14/21,"23,518,010",Dua Lipa,27142474,463CkQjx2Zk1yXoBuierM9,"['dance pop', 'pop', 'uk pop']",pop,-3.787,0.0601,0.00883,0.0674,102.977,203064,0.915,F#/Gb
11,9,9,7/2/21,7/9/21,"22,405,111","J Balvin, Maria Becerra",29051363,6hf0RpxTbOprT5nnwzkk8e,"['latin', 'reggaeton', 'reggaeton colombiano']",latin,-3.964,0.106,0.0261,0.173,101.968,217773,0.768,G#/Ab
12,5,3,7/9/21,7/16/21,"22,062,812",BTS,37106176,0LThjFY2iTtNdd4wviwVV2,"['k-pop', 'k-pop boy group']",pop,-5.33,0.0427,0.00544,0.337,124.925,187585,0.646,A
13,1,19,4/2/21,4/9/21,"20,294,457",Justin Bieber,48504126,4iJyoBOLtHqaGxP12qzhQI,"['canadian pop', 'pop', 'post-teen pop']",pop,-6.181,0.119,0.321,0.42,90.03,198082,0.464,C
14,2,10,5/21/21,5/28/21,"19,985,713",BTS,37106176,2bgTY4UwhfBYhGT4HUYStN,"['k-pop', 'k-pop boy group']",pop,-5.187,0.0948,0.00323,0.0906,109.997,164442,0.695,G#/Ab
15,7,10,5/21/21,5/28/21,"19,480,679",Olivia Rodrigo,6266514,5CZ40GBx1sQ9agT82CLQCT,['pop'],pop,-7.885,0.0338,0.691,0.12,100.607,229227,0.0849,D#/Eb
16,3,17,5/21/21,5/28/21,"18,571,755",Olivia Rodrigo,6266514,6HU7h9RYOaPRFeh0R3UeAr,['pop'],pop,-7.222,0.112,0.584,0.37,180.917,215507,0.178,D
17,5,14,4/23/21,4/30/21,"18,053,141",The Weeknd,35305637,37BZB0z9T8Xu7U3e65qxFy,"['canadian contemporary r&b', 'canadian pop', 'pop']",r&b,-4.645,0.0325,0.0215,0.0936,118.091,191014,0.593,C
18,14,5,7/2/21,7/9/21,"17,617,965","Nio Garcia, J Balvin, Bad Bunny",2123734,05bfbizlM5AX6Mf1RRyMho,"['latin', 'reggaeton', 'trap latino']",latin,-5.015,0.159,0.114,0.0764,172.031,261335,0.785,F#/Gb
19,20,7,7/23/21,7/30/21,"16,908,917",Doja Cat,8640063,3Vi5XqYrmQgOYBajMWSvCi,"['dance pop', 'pop']",pop,-6.509,0.0707,0.304,0.0926,130.041,210560,0.194,C#/Db
20,19,3,7/16/21,7/23/21,"16,606,925","Mora, Bad Bunny, Sech",151486,0G2zPzWqVjR68iNPmx2TBe,"['reggaeton', 'trap latino']",rap,-4.649,0.0673,0.207,0.113,153.979,273474,0.632,F#/Gb
21,22,5,7/23/21,7/30/21,"16,126,897",Doja Cat,8640063,5lAnYvAIkSDNXqfo7DyFUm,"['dance pop', 'pop']",pop,-4.601,0.208,0.506,0.347,124.097,174253,0.619,D#/Eb
22,1,29,3/12/21,3/19/21,"15,684,978",Olivia Rodrigo,6266514,5wANPM4fQCJwkGd4rN57mH,['pop'],pop,-8.81,0.0578,0.768,0.106,143.875,242013,0.137,A#/Bb
23,24,31,7/23/21,7/30/21,"15,089,184",Glass Animals,1890510,3USxtqRwSYz57Ewm6wWRMp,"['gauze pop', 'indietronica', 'shiver pop']",pop,-6.9,0.0944,0.44,0.0921,80.87,238805,0.531,B
24,1,83,6/12/20,6/19/20,"15,011,809",The Weeknd,35305637,0VjIjW4GlUZAMYd2vXMi3b,"['canadian contemporary r&b', 'canadian pop', 'pop']",r&b,-5.934,0.0598,0.00146,0.0897,171.005,200040,0.334,C#/Db
25,12,10,5/21/21,5/28/21,"14,849,078",Olivia Rodrigo,6266514,2tGvwE8GcFKwNdAXMnlbfl,['pop'],pop,-9.72,0.133,0.765,0.0839,168.924,175933,0.338,F#/Gb
26,27,3,7/23/21,7/30/21,"14,809,458",Farruko,10502148,5fwSHlTEWpluwOM0Sxnh5k,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",latin,-3.955,0.0343,0.00776,0.128,130.001,287120,0.442,G
27,18,3,7/9/21,7/16/21,"14,329,162",Post Malone,33651775,40uMIn2zJLAQhNXghRjBed,"['dfw rap', 'melodic rap', 'rap']",rap,-3.818,0.0786,0.0904,0.0998,129.915,184213,0.288,D#/Eb
28,15,23,5/7/21,5/14/21,"14,273,637","Riton, Nightcrawlers",83689,4cG7HUWYHBV6R6tHn1gxrl,"['dance pop', 'house', 'pop dance', 'tropical house', 'uk dance']",pop,-3.424,0.126,0.0076,0.303,122.98,169153,0.801,D
29,3,28,4/2/21,4/9/21,"14,174,752",Masked Wolf,365975,3Ofmpyhv5UAQ70mENzB277,['australian hip hop'],hip hop,-6.865,0.0913,0.175,0.15,149.996,132780,0.472,E
30,5,21,4/9/21,4/16/21,"13,963,568","Bruno Mars, Anderson .Paak, Silk Sonic",32574754,7MAibcTli4IisCtbHKrGMh,"['dance pop', 'pop', 'post-teen pop']",pop,-7.964,0.0324,0.182,0.0927,148.088,242096,0.719,F
31,32,1,7/23/21,7/30/21,"13,205,250",Camila Cabello,22683756,1058fW9H3fZA6QjYCdOBad,"['dance pop', 'electropop', 'pop', 'post-teen pop']",pop,-6.967,0.103,0.0492,0.0442,110.108,164842,0.61,A#/Bb
32,11,10,5/28/21,6/4/21,"12,818,935",Olivia Rodrigo,6266514,5JCoSi02qi3jJeHdZXMmR8,['pop'],pop,-10.497,0.0364,0.866,0.147,172.929,152667,0.218,A
33,10,15,5/7/21,5/14/21,"12,572,307","Sebastian Yatra, Myke Towers",16216789,2rCbl9naJYhaxjLsfx88uM,"['colombian pop', 'latin', 'reggaeton', 'reggaeton colombiano']",pop,-5.102,0.046,0.163,0.0948,80.015,195053,0.808,E
34,4,83,7/31/20,8/7/20,"11,996,689",Harry Styles,16112621,6UelLqGlWMcVH1E5c4H7lY,"['pop', 'post-teen pop']",pop,-4.209,0.0465,0.122,0.335,95.39,174000,0.557,C
36,3,16,4/16/21,4/23/21,"11,683,383",Polo G,4840346,43PGPuHIlVOc04jrZVh9L6,['chicago rap'],rap,-6.862,0.242,0.41,0.129,81.039,165926,0.437,F#/Gb
37,15,5,6/25/21,7/2/21,"11,629,418","Doja Cat, The Weeknd",8640063,0k4d5YPDr1r7FX77VdqWez,"['dance pop', 'pop']",pop,-6.414,0.0565,0.0164,0.0845,128.986,186173,0.436,G#/Ab
38,39,3,7/23/21,7/30/21,"11,553,846","Sech, Jhay Cortez",8758283,27RSJHEA99Y0Vsow7nA37A,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",latin,-3.728,0.0398,0.165,0.292,93.02,208631,0.784,G
39,1,39,1/1/21,1/8/21,"11,524,288","Bad Bunny, Jhay Cortez",36142273,4MzXwWMhyBbmu6hOcLVD49,"['latin', 'reggaeton', 'trap latino']",latin,-10.059,0.0544,0.401,0.113,109.928,205090,0.145,E
40,41,13,7/23/21,7/30/21,"11,477,024","TINI, Maria Becerra",2936204,0cOa970mzTWAxKtltpkpLc,"['latin pop', 'pop argentino']",pop,-4.522,0.0674,0.161,0.286,92.003,165275,0.916,D
41,17,10,5/21/21,5/28/21,"11,287,301",Olivia Rodrigo,6266514,0MMyJUC3WNnFS1lit5pTjk,['pop'],pop,-6.334,0.116,0.198,0.0614,163.929,173160,0.699,A#/Bb
42,33,6,7/2/21,7/9/21,"11,283,626","J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander",29051363,1WedZeiezCmCEOzLwhx0hV,"['latin', 'reggaeton', 'reggaeton colombiano']",latin,-5.382,0.0846,0.102,0.377,93.005,393280,0.646,D#/Eb
43,2,49,11/20/20,11/27/20,"11,196,819",BTS,37106176,4saklk6nie3yiGePpBwUoc,"['k-pop', 'k-pop boy group']",pop,-4.41,0.0993,0.0112,0.0936,114.044,199054,0.737,F#/Gb
44,9,39,2/26/21,3/5/21,"10,739,770",Tiësto,5785065,6f3Slt0GbA2bPZlz0aIFXN,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'pop dance', 'slap house', 'trance', 'tropical house']",pop,-7.079,0.232,0.414,0.112,120.031,164000,0.235,G#/Ab
45,46,10,7/23/21,7/30/21,"10,315,460",Galantis,3120157,5K6Ssv4Z3zRvxt0P6EKUAP,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",pop,-4.878,0.102,0.216,0.0608,124.111,183726,0.479,C#/Db
46,1,51,10/16/20,10/23/20,"10,222,056",24kGoldn,1274433,4jPy3l0RUwlUI9T5XHBW2m,['cali rap'],rap,-3.671,0.0361,0.174,0.324,91.007,140533,0.732,G
47,48,3,7/23/21,7/30/21,"10,215,216","Tiago PZK, LIT killah",375865,6w8yBI2vthyN9UnwO4UBWb,['trap argentino'],rap,-6.345,0.0455,0.494,0.137,170.064,192353,0.789,F
48,29,6,6/25/21,7/2/21,"10,032,746","Wisin, Jhay Cortez, Anuel AA, Los Legendarios, Myke Towers",6929075,43qcs9NpJhDxtG91zxFkj7,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",latin,-4.733,0.0473,0.398,0.118,97.99,349547,0.573,F#/Gb
50,19,4,7/2/21,7/9/21,"9,799,701","Bizarrap, Nicky Jam",3126961,03LfOYi0icz4souspZVVhq,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']",hip hop,-3.167,0.153,0.0913,0.145,89.907,158087,0.818,C#/Db
52,19,3,7/9/21,7/16/21,"9,635,619",Billie Eilish,47014200,38GBNKZUhfBkk3oNlWzRYd,"['electropop', 'pop']",pop,-9.921,0.0713,0.341,0.112,85.016,195777,0.554,G#/Ab
53,40,14,6/18/21,6/25/21,"9,600,707","Majestic, Boney M.",32178,6FO4K7MrMoYkc5BlpX5LNV,"['house', 'pop dance', 'uk dance']",pop,-6.985,0.0699,0.00201,0.0353,128.012,345543,0.59,F#/Gb
54,52,9,7/2/21,7/9/21,"9,428,494",Marshmello,31541310,4qu63nuBpdn0qHUHuObEj1,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",pop,-4.77,0.0403,0.00226,0.118,119.976,154983,0.637,G
55,56,13,7/23/21,7/30/21,"9,319,465",Surf Curse,495226,7EkWXAI1wn8Ii883ecd9xr,"['dreamo', 'indie surf', 'surf punk', 'vegas indie']",indie,-9.918,0.0466,3.84E-05,0.0511,179.626,147062,0.407,A
57,31,12,6/4/21,6/11/21,"9,086,979","Rauw Alejandro, Mr. Naisgai",6080597,71R8HJxQk5qMiRstrlXN9t,"['puerto rican pop', 'trap latino']",pop,-5.988,0.224,0.675,0.12,83.876,212032,0.432,D#/Eb
58,34,21,4/23/21,4/30/21,"9,048,966",Maroon 5,32262679,5zFglKYiknIxks8geR8rcL,"['pop', 'pop rock']",pop,-5.483,0.027,0.0377,0.154,99.048,227395,0.721,A#/Bb
59,31,15,2/7/20,2/14/20,"9,017,356",OneRepublic,12169108,2UbVnbE5FH6008mAm6Mmgw,"['dance pop', 'piano rock', 'pop', 'pop rock']",pop,-8.173,0.0381,0.326,0.148,117.003,169011,0.673,B
60,46,7,7/2/21,7/9/21,"8,977,336",Megan Thee Stallion,4787261,5zNW5ARjYhJQJz1AChP33n,"['houston rap', 'pop', 'pop rap', 'trap queen']",rap,-3.424,0.0898,0.0133,0.173,130.02,184635,0.891,A
62,9,10,5/21/21,5/28/21,"8,881,356",Olivia Rodrigo,6266514,6SRsiMl7w1USE4mFqrOhHC,['pop'],pop,-6.446,0.0599,0.0311,0.28,123.999,143747,0.28,E
63,2,34,2/26/21,3/5/21,"8,843,110",The Weeknd,35305637,37BZB0z9T8Xu7U3e65qxFy,"['canadian contemporary r&b', 'canadian pop', 'pop']",r&b,-4.645,0.0325,0.0215,0.0936,118.091,191014,0.593,C
64,8,24,4/2/21,4/9/21,"8,832,945",Giveon,1398563,3FAJ6O0NOHQV8Mc5Ri6ENp,"['pop', 'r&b']",pop,-8.964,0.0791,0.524,0.303,89.087,198371,0.543,C
67,35,48,1/29/21,2/5/21,"8,564,017",The Neighbourhood,6662605,2QjOHCTQ1Jl3zawyYOpxh6,"['modern alternative rock', 'modern rock', 'pop']",rock,-2.81,0.0336,0.0495,0.101,124.053,240400,0.398,A#/Bb
68,69,3,7/23/21,7/30/21,"8,514,480",Maluma,26769304,4HzqWEdAbzcVFDv0pvxV4w,"['latin', 'reggaeton', 'reggaeton colombiano']",latin,-2.758,0.223,0.138,0.15,177.998,201181,0.631,F
69,12,83,12/27/19,1/3/20,"8,490,162",Lewis Capaldi,8384096,7qEHsqek33rTcFNT9PFqLf,"['pop', 'uk pop']",pop,-5.679,0.0319,0.751,0.105,109.891,182161,0.446,C#/Db
70,71,1,7/23/21,7/30/21,"8,269,753",Smiley,26131,3yaYgjEFkRw3PVjW9mV1TO,"['canadian hip hop', 'toronto rap']",hip hop,-5.196,0.117,0.0493,0.119,139.928,153406,0.259,A#/Bb
71,72,2,7/23/21,7/30/21,"8,133,401",Sleepy Hallow,408696,4XvcHTUfIlWfyJTRG0aqlo,"['brooklyn drill', 'nyc rap']",rap,-5.865,0.187,0.492,0.12,80.511,123987,0.638,F#/Gb
72,33,18,5/7/21,5/14/21,"8,102,107","KAROL G, Mariah Angeliq",17775316,2FSGUA0gFgGeQdprjtGM2M,"['latin', 'reggaeton', 'reggaeton colombiano']",latin,-3.224,0.125,0.256,0.108,88.863,209160,0.443,F
73,74,8,7/23/21,7/30/21,"8,093,413","Justin Quiles, Chimbala, Zion & Lennox",2895789,6PDlkWmrq2ZKiUuFt2aQsH,"['latin', 'reggaeton', 'trap latino']",latin,-2.981,0.0494,0.222,0.0894,128.05,231604,0.851,G#/Ab
75,12,11,5/28/21,6/4/21,"7,975,148",Måneskin,3377762,776AftMmFFAWUIEAb3lHhw,"['indie rock italiano', 'italian pop']",rock,-3.115,0.0669,0.00138,0.424,102.999,194787,0.644,E
76,2,23,3/12/21,3/19/21,"7,912,399",Kali Uchis,1999954,6tDDoYIxWvMLTdKpjFkc1B,"['colombian pop', 'pop']",pop,-9.016,0.0502,0.112,0.203,83.97,160191,0.553,B
77,9,14,4/23/21,4/30/21,"7,735,223","Gera MX, Christian Nodal",2043294,2MnLkFqY9Rpg9s3Zv6ZJdK,"['mexican hip hop', 'rap conciencia']",hip hop,-4.572,0.0437,0.656,0.122,106.891,197333,0.69,C
78,7,24,5/7/21,5/14/21,"7,717,211","Los Legendarios, Wisin, Jhay Cortez",31488,7Bk0uXKk1uPT0XuQbpFzvs,"['reggaeton', 'trap latino']",rap,-4.407,0.06,0.407,0.112,98.005,261667,0.505,F#/Gb
79,1,83,2/14/20,2/21/20,"7,687,058",Tones And I,2819593,2XU0oxnq2qxCpomAAuJY8K,"['australian pop', 'pop']",pop,-6.4,0.0924,0.692,0.149,98.027,209438,0.513,F#/Gb
80,7,34,2/5/21,2/12/21,"7,642,130",The Kid LAROI,2230022,27OeeYzk6klgBh83TSvGMA,['australian hip hop'],hip hop,-7.357,0.0299,0.213,0.134,93.005,161385,0.467,C
81,6,21,3/5/21,3/12/21,"7,637,626",Drake,56308172,65OVbaJR5O1RmwOQx0875b,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",hip hop,-6.349,0.286,0.0618,0.119,136.006,192956,0.1,C#/Db
84,32,28,4/30/21,5/7/21,"7,452,633","Travis Scott, HVME",17719446,5uEYRdEIh9Bo4fpjDd4Na9,"['rap', 'slap house']",rap,-7.846,0.0379,0.418,0.124,124.917,162803,0.808,C#/Db
85,11,55,10/9/20,10/16/20,"7,434,252",Joel Corry,207547,6cx06DFPPHchuUAcTxznu9,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",pop,-3.158,0.0662,0.168,0.0489,122.953,166028,0.905,G#/Ab
86,42,20,4/23/21,4/30/21,"7,383,369","Joel Corry, RAYE, David Guetta",207547,0siYMEsGrzzzlWLXK5zJfS,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",pop,-4.593,0.0341,0.0142,0.333,123.989,178088,0.618,F#/Gb
87,78,8,7/2/21,7/9/21,"7,381,585","Justin Wellington, Small Jam",18228,7MC4XR9M9amdmKQr2iDF7i,"['melanesian pop', 'pacific islands pop', 'png pop']",pop,-5.356,0.0625,0.131,0.077,105.039,182857,0.827,F
88,89,1,7/23/21,7/30/21,"7,365,053","Belly, The Weeknd, Young Thug",203972,3zs87EV3EZSh2UpiXxT52Y,"['canadian hip hop', 'canadian trap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'trap soul', 'underground hip hop']",hip hop,-7.85,0.319,0.159,0.144,124.995,206629,0.445,C
89,23,25,4/2/21,4/9/21,"7,353,795",Duncan Laurence,287361,1Xi84slp6FryDSCbzq4UCD,['dutch pop'],pop,-12.603,0.0441,0.818,0.135,71.884,183624,0.266,A
90,55,13,5/28/21,6/4/21,"7,336,542","Mora, Jhay Cortez",151486,5jzEwSyyymBlf1fa1o39T2,"['reggaeton', 'trap latino']",rap,-7.542,0.148,0.348,0.172,87.961,193636,0.695,E
91,1,40,10/30/20,11/6/20,"7,244,853",Ariana Grande,67158068,35mvY5S1H3J2QZyna3TFe0,"['dance pop', 'pop', 'post-teen pop']",pop,-4.771,0.0878,0.468,0.0931,144.015,172325,0.682,C
92,6,84,12/27/19,1/3/20,"7,156,162",Post Malone,33651775,21jGcNKet2qwijlDFuPiPb,"['dfw rap', 'melodic rap', 'rap']",rap,-3.497,0.0395,0.192,0.0863,120.042,215280,0.553,C
93,94,1,7/23/21,7/30/21,"7,084,292","RAF Camora, Bonez MC",1329531,08EPQiLMyGB8GJX2EiVoCM,['german hip hop'],hip hop,-4.899,0.102,0.398,0.252,144.955,144264,0.703,G#/Ab
94,75,10,7/2/21,7/9/21,"7,064,003","Natti Natasha, Becky G",6341942,4DHDIdeayp8xvlyg22wREO,"['latin', 'latin pop', 'rap latina', 'reggaeton', 'trap latino']",latin,-2.749,0.0777,0.305,0.278,97.018,200785,0.924,F
96,97,3,7/23/21,7/30/21,"6,858,466",Doja Cat,8640063,6Uj1ctrBOjOas8xZXGqKk4,"['dance pop', 'pop']",pop,-4.175,0.0854,0.0888,0.117,107.998,172627,0.881,F
97,60,8,6/18/21,6/25/21,"6,853,994",WILLOW,1521837,1QL7nSDZCwZMnbisV4KOXt,"['afrofuturism', 'dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop']",pop,-5.201,0.0563,0.0021,0.156,90.021,168030,0.191,B
98,99,2,7/23/21,7/30/21,"6,825,463",Dave,1427540,2oUwMN5VfdGX10XeQJLBBi,['uk hip hop'],hip hop,-6.549,0.258,0.313,0.0869,140.013,251733,0.532,D
99,22,83,2/7/20,2/14/20,"6,813,800",Lewis Capaldi,8384096,2gMXnyrvIjhVBUZwvLZDMP,"['pop', 'uk pop']",pop,-4.858,0.0573,0.604,0.0885,111.881,215107,0.183,D#/Eb
100,52,19,3/27/20,4/3/20,"6,799,831",Dua Lipa,27142474,463CkQjx2Zk1yXoBuierM9,"['dance pop', 'pop', 'uk pop']",pop,-3.787,0.0601,0.00883,0.0674,102.977,203064,0.915,F#/Gb
101,85,5,7/9/21,7/16/21,"6,711,375",Madison Beer,3363988,5ajjAnNRh8bxFvaVHzpPjh,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",pop,-6.642,0.0363,0.807,0.14,180.104,203385,0.261,D#/Eb
103,88,83,6/26/20,7/3/20,"6,699,895",Imagine Dragons,35285425,0pqnGHJpmpxLKifKRmU6WP,"['modern rock', 'pop', 'rock']",rock,-4.374,0.128,0.0622,0.081,124.949,204347,0.666,A#/Bb
104,2,48,10/16/20,10/23/20,"6,697,067",Internet Money,411579,02kDW379Yfd5PzW5A6vuGt,"['pop rap', 'rap', 'trap']",pop,-6.153,0.079,0.256,0.111,140.04,195429,0.471,C#/Db
105,45,19,4/30/21,5/7/21,"6,660,319",Bruno Mars,32574754,161DnLWsx1i3u1JT05lzqU,"['dance pop', 'pop', 'post-teen pop']",pop,-4.754,0.0301,0.512,0.106,145.837,217867,0.065,C#/Db
106,3,83,6/19/20,6/26/20,"6,653,690",SAINt JHN,742692,0zLCBJZSiELJf02ucPP9wb,"['melodic rap', 'pop rap', 'rap', 'slap house', 'trap']",rap,-5.472,0.0474,0.0143,0.359,121.955,176867,0.863,G#/Ab
107,59,11,6/4/21,6/11/21,"6,635,076",Sech,8758283,5u7twkeask1VIyDeNTElSU,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",latin,-0.515,0.127,0.192,0.299,90.025,216510,0.813,A#/Bb
108,109,3,7/23/21,7/30/21,"6,614,072","Becky G, El Alfa",10356559,59L8x0xy8njj75vzVCPMqg,"['dance pop', 'latin', 'latin pop', 'latin viral pop', 'pop', 'rap latina', 'reggaeton', 'trap latino']",pop,-4.632,0.187,0.256,0.239,111.898,158532,0.821,G
110,46,83,4/17/20,4/24/20,"6,569,547",Billie Eilish,47014200,0u2P5u6lvoDfwTYjAADbn4,"['electropop', 'pop']",pop,-10.109,0.0333,0.934,0.095,115.284,200186,0.12,E
112,113,3,7/23/21,7/30/21,"6,539,852",dhruv,73211,2CVChktEKBsM6v4IfdFU5k,"['chill r&b', 'nyc pop']",r&b,-11.177,0.0648,0.828,0.249,109.075,171743,0.225,G#/Ab
113,9,29,2/5/21,2/12/21,"6,502,302",Doja Cat,8640063,60ynsPSSKe6O3sfwRnIBRf,"['dance pop', 'pop']",pop,-8.433,0.0842,0.21,0.338,90.035,226987,0.189,B
114,80,8,6/4/21,6/11/21,"6,488,622",Calvin Harris,21942793,0vR2rIVORmgeKiGIgNT0fV,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",pop,-3.597,0.0295,0.0514,0.287,124.01,189672,0.811,G
115,116,3,7/23/21,7/30/21,"6,469,500",Luan Santana,5420471,4PQdrXMDHDPl1RczrrlADd,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",pop,-4.662,0.0887,0.18,0.0891,86.959,193221,0.476,B
116,80,80,12/27/19,1/3/20,"6,452,492",Ed Sheeran,83293380,7qiZfU4dY1lWllzX7mPBI3,"['pop', 'uk pop']",pop,-3.183,0.0802,0.581,0.0931,95.977,233713,0.931,C#/Db
117,9,83,12/27/19,1/3/20,"6,317,487","Shawn Mendes, Camila Cabello",33879560,0TK2YIli7K1leLovkQiNik,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",pop,-6.039,0.0287,0.037,0.0945,116.947,190960,0.75,A
119,99,83,7/24/20,7/31/20,"6,278,765",Ed Sheeran,83293380,0tgVpDi06FyKpA1z0VMD4v,"['pop', 'uk pop']",pop,-6.312,0.0232,0.163,0.106,95.05,263400,0.168,G#/Ab
120,80,5,7/2/21,7/9/21,"6,244,011","MYA, TINI, Duki",282045,74znaWw1hmQBusGPSOuTFy,['latin pop'],pop,-4.425,0.0475,0.112,0.234,139.966,231708,0.844,A
121,2,35,11/27/20,12/4/20,"6,242,863","Bad Bunny, ROSALÍA",36142273,2XIc1pqjXV3Cr2BQUGNBck,"['latin', 'reggaeton', 'trap latino']",latin,-4.892,0.286,0.0303,0.0866,81.993,203201,0.391,G
122,1,67,7/17/20,7/24/20,"6,180,056",DaBaby,7593046,7ytR5pFWmSjzHJIeQkgog4,"['north carolina hip hop', 'rap']",hip hop,-7.956,0.164,0.247,0.101,89.977,181733,0.497,B
123,12,53,9/4/20,9/11/20,"6,164,795",Conan Gray,3794081,4xqrdfXkTW4T0RauPLv3WA,"['alt z', 'bedroom pop', 'electropop', 'indie pop', 'pop', 'post-teen pop']",pop,-7.301,0.0333,0.584,0.322,102.078,198040,0.27,F
124,13,55,10/16/20,10/23/20,"6,152,121",Tate McRae,1647262,45bE4HXI0AwGZXfZtMp8JR,"['alt z', 'dance pop', 'pop', 'post-teen pop']",pop,-9.389,0.05,0.785,0.0906,124.148,169266,0.0823,E
125,126,18,7/23/21,7/30/21,"6,136,340",Avicii,20270895,0ct6r3EGTcMLPtrXHDvVjc,"['dance pop', 'edm', 'pop', 'pop dance']",pop,-5.298,0.0433,0.0166,0.249,125.983,176658,0.654,F#/Gb
126,122,37,7/16/21,7/23/21,"6,089,242",Vance Joy,2421254,3JvrhDOgAt6p7K8mDyZwRd,"['folk-pop', 'modern rock', 'pop', 'pop rock']",pop,-6.694,0.0379,0.431,0.151,101.654,204280,0.51,C#/Db
127,128,30,7/23/21,7/30/21,"6,065,267",Nirvana,13261089,5ghIJDpPoe3CfHMGu71E6T,"['grunge', 'permanent wave', 'rock']",rock,-4.556,0.0564,2.55E-05,0.106,116.761,301920,0.72,C#/Db
128,11,10,5/21/21,5/28/21,"6,040,918",Olivia Rodrigo,6266514,2TOzTqQXNmR2zDJXihjZ2e,['pop'],pop,-10.706,0.0898,0.753,0.219,88.485,202827,0.269,G
129,99,42,2/5/21,2/12/21,"6,014,443",The Neighbourhood,6662605,5E30LdtzQTGqRvNd7l6kG5,"['modern alternative rock', 'modern rock', 'pop']",rock,-9.461,0.0329,0.0678,0.123,85.012,260173,0.337,A#/Bb
131,19,12,5/7/21,5/14/21,"5,952,490",Trippie Redd,6430522,2BITQ360Knh6qNAOqR7Dyq,"['melodic rap', 'rap', 'trap']",rap,-5.616,0.121,0.0144,0.847,77.005,236883,0.369,G#/Ab
